SNP_ID	SNP_newID	chromosome	position	cM						
S_231703173	M712	1	231703173	137.4						
S_232213940	M713	1	232213940	137.6						
S_232724707	M714	1	232724707	137.8						
S_233235474	M715	1	233235474	138						
S_233746241	M716	1	233746241	138.2						
S_234257008	M717	1	234257008	138.4						
S_234767775	M718	1	234767775	138.6						
S_235278541	M719	1	235278541	138.8						
S_235789308	M720	1	235789308	139						
S_236300075	M721	1	236300075	139.2						
S_236810842	M722	1	236810842	139.4						
S_237321609	M723	1	237321609	139.6						
S_237832376	M724	1	237832376	139.8						
S_238343143	M725	1	238343143	140						
S_238681929	M726	1	238681929	140.2						
S_239020714	M727	1	239020714	140.4						
S_239359500	M728	1	239359500	140.6						
S_239698285	M729	1	239698285	140.8						
S_240037071	M730	1	240037071	141						
S_240375856	M731	1	240375856	141.2						
S_240714642	M732	1	240714642	141.4						
S_241053427	M733	1	241053427	141.6						
S_241496179	M734	1	241496179	141.8						
S_241892240	M735	1	241892240	142						
S_242288302	M736	1	242288302	142.2						
S_242684363	M737	1	242684363	142.4						
S_243080424	M738	1	243080424	142.6						
S_243476486	M739	1	243476486	142.8						
S_243872547	M740	1	243872547	143						
S_244268609	M741	1	244268609	143.2						
S_244664670	M742	1	244664670	143.4						
S_245060731	M743	1	245060731	143.6						
S_245456793	M744	1	245456793	143.8						
S_245852854	M745	1	245852854	144						
S_246248916	M746	1	246248916	144.2						
S_246644977	M747	1	246644977	144.4						
S_247041039	M748	1	247041039	144.6						
S_247437100	M749	1	247437100	144.8						
S_247833161	M750	1	247833161	145						
S_248229223	M751	1	248229223	145.2						
S_248625284	M752	1	248625284	145.4						
S_249021346	M753	1	249021346	145.6						
S_249417407	M754	1	249417407	145.8						
S_249992821	M755	1	249992821	146						
S_250568234	M756	1	250568234	146.2						
S_251143648	M757	1	251143648	146.4						
S_251433798	M758	1	251433798	146.6						
S_251723948	M759	1	251723948	146.8						
S_252014098	M760	1	252014098	147						
S_252304247	M761	1	252304247	147.2						
S_252594397	M762	1	252594397	147.4						
S_252884547	M763	1	252884547	147.6						
S_253063477	M764	1	253063477	147.8						
S_253131188	M765	1	253131188	148						
S_253198898	M766	1	253198898	148.2						
S_253266609	M767	1	253266609	148.4						
S_253334319	M768	1	253334319	148.6						
S_253402029	M769	1	253402029	148.8						
S_253469740	M770	1	253469740	149						
S_253537450	M771	1	253537450	149.2						
S_253605161	M772	1	253605161	149.4						
S_253774731	M773	1	253774731	149.6						
S_254046161	M774	1	254046161	149.8						
S_254317591	M775	1	254317591	150						
S_254589021	M776	1	254589021	150.2						
S_254860451	M777	1	254860451	150.4						
S_255131880	M778	1	255131880	150.6						
S_255403310	M779	1	255403310	150.8						
S_255674740	M780	1	255674740	151						
S_255946170	M781	1	255946170	151.2						
S_256217600	M782	1	256217600	151.4						
S_256489030	M783	1	256489030	151.6						
S_256513832	M784	1	256513832	151.8						
S_256850178	M785	1	256850178	152						
S_257186525	M786	1	257186525	152.2						
S_257421935	M787	1	257421935	152.4						
S_257657345	M788	1	257657345	152.6						
S_257892756	M789	1	257892756	152.8						
S_258128166	M790	1	258128166	153						
S_258363576	M791	1	258363576	153.2						
S_258455586	M792	1	258455586	153.4						
S_258547596	M793	1	258547596	153.6						
S_258639607	M794	1	258639607	153.8						
S_258731617	M795	1	258731617	154						
S_258823627	M796	1	258823627	154.2						
S_258915637	M797	1	258915637	154.4						
S_259007647	M798	1	259007647	154.6						
S_259099657	M799	1	259099657	154.8						
S_259191668	M800	1	259191668	155						
S_259283678	M801	1	259283678	155.2						
S_259375688	M802	1	259375688	155.4						
S_259776146	M803	1	259776146	155.6						
S_260176605	M804	1	260176605	155.8						
S_260577063	M805	1	260577063	156						
S_260977522	M806	1	260977522	156.2						
S_262168484	M807	1	262168484	156.4						
S_262389139	M808	1	262389139	156.6						
S_262609794	M809	1	262609794	156.8						
S_262816257	M810	1	262816257	157						
S_263008530	M811	1	263008530	157.2						
S_263200803	M812	1	263200803	157.4						
S_263730821	M813	1	263730821	157.6						
S_263985002	M814	1	263985002	157.8						
S_264239182	M815	1	264239182	158						
S_264493363	M816	1	264493363	158.2						
S_264747544	M817	1	264747544	158.4						
S_265001724	M818	1	265001724	158.6						
S_265255905	M819	1	265255905	158.8						
S_265510085	M820	1	265510085	159						
S_265764266	M821	1	265764266	159.2						
S_266018446	M822	1	266018446	159.4						
S_266272627	M823	1	266272627	159.6						
S_266526808	M824	1	266526808	159.8						
S_266780988	M825	1	266780988	160						
S_267035169	M826	1	267035169	160.2						
S_267289349	M827	1	267289349	160.4						
S_267543530	M828	1	267543530	160.6						
S_267797711	M829	1	267797711	160.8						
S_268051891	M830	1	268051891	161						
S_268306072	M831	1	268306072	161.2						
S_268560252	M832	1	268560252	161.4						
S_268814433	M833	1	268814433	161.6						
S_269068613	M834	1	269068613	161.8						
S_269322794	M835	1	269322794	162						
S_269872390	M836	1	269872390	162.2						
S_270418769	M837	1	270418769	162.4						
S_270965149	M838	1	270965149	162.6						
S_271225201	M839	1	271225201	162.8						
S_271485253	M840	1	271485253	163						
S_271745305	M841	1	271745305	163.2						
S_272005357	M842	1	272005357	163.4						
S_272265410	M843	1	272265410	163.6						
S_272525462	M844	1	272525462	163.8						
S_272785514	M845	1	272785514	164						
S_273045566	M846	1	273045566	164.2						
S_273305618	M847	1	273305618	164.4						
S_273487121	M848	1	273487121	164.6						
S_273668623	M849	1	273668623	164.8						
S_273850126	M850	1	273850126	165						
S_274031628	M851	1	274031628	165.2						
S_274213131	M852	1	274213131	165.4						
S_274394634	M853	1	274394634	165.6						
S_274576136	M854	1	274576136	165.8						
S_274757639	M855	1	274757639	166						
S_274939142	M856	1	274939142	166.2						
S_275120644	M857	1	275120644	166.4						
S_275302147	M858	1	275302147	166.6						
S_275483649	M859	1	275483649	166.8						
S_275665152	M860	1	275665152	167						
S_275846655	M861	1	275846655	167.2						
S_276028157	M862	1	276028157	167.4						
S_276209660	M863	1	276209660	167.6						
S_276330385	M864	1	276330385	167.8						
S_276451108	M865	1	276451108	168						
S_276571832	M866	1	276571832	168.2						
S_276692555	M867	1	276692555	168.4						
S_276813279	M868	1	276813279	168.6						
S_276934002	M869	1	276934002	168.8						
S_277601629	M870	1	277601629	169						
S_277790775	M871	1	277790775	169.2						
S_277979922	M872	1	277979922	169.4						
S_278169068	M873	1	278169068	169.6						
S_278358214	M874	1	278358214	169.8						
S_278547360	M875	1	278547360	170						
S_278736507	M876	1	278736507	170.2						
S_278925653	M877	1	278925653	170.4						
S_279114799	M878	1	279114799	170.6						
S_279303945	M879	1	279303945	170.8						
S_279493092	M880	1	279493092	171						
S_279682238	M881	1	279682238	171.2						
S_279777524	M882	1	279777524	171.4						
S_279872810	M883	1	279872810	171.6						
S_279968096	M884	1	279968096	171.8						
S_280063381	M885	1	280063381	172						
S_280158667	M886	1	280158667	172.2						
S_280253953	M887	1	280253953	172.4						
S_280349239	M888	1	280349239	172.6						
S_280444525	M889	1	280444525	172.8						
S_280539811	M890	1	280539811	173						
S_280635097	M891	1	280635097	173.2						
S_280730383	M892	1	280730383	173.4						
S_280825668	M893	1	280825668	173.6						
S_280920954	M894	1	280920954	173.8						
S_281016240	M895	1	281016240	174						
S_281111526	M896	1	281111526	174.2						
S_281206812	M897	1	281206812	174.4						
S_281298123	M898	1	281298123	174.6						
S_281389433	M899	1	281389433	174.8						
S_281480744	M900	1	281480744	175						
S_281572055	M901	1	281572055	175.2						
S_281663366	M902	1	281663366	175.4						
S_281799633	M903	1	281799633	175.6						
S_281980857	M904	1	281980857	175.8						
S_282162082	M905	1	282162082	176						
S_282343306	M906	1	282343306	176.2						
S_282524530	M907	1	282524530	176.4						
S_282705755	M908	1	282705755	176.6						
S_283241429	M909	1	283241429	176.8						
S_283549061	M910	1	283549061	177						
S_283856694	M911	1	283856694	177.2						
S_284134346	M912	1	284134346	177.4						
S_284382017	M913	1	284382017	177.6						
S_284629688	M914	1	284629688	177.8						
S_284877359	M915	1	284877359	178						
S_285125030	M916	1	285125030	178.2						
S_285201527	M917	1	285201527	178.4						
S_285329819	M918	1	285329819	178.6						
S_285458111	M919	1	285458111	178.8						
S_285564889	M920	1	285564889	179						
S_285650152	M921	1	285650152	179.2						
S_285886522	M922	1	285886522	179.4						
S_286122893	M923	1	286122893	179.6						
S_286359263	M924	1	286359263	179.8						
S_286496630	M925	1	286496630	180						
S_286633997	M926	1	286633997	180.2						
S_286771364	M927	1	286771364	180.4						
S_286908731	M928	1	286908731	180.6						
S_286998925	M929	1	286998925	180.8						
S_287041946	M930	1	287041946	181						
S_287174334	M931	1	287174334	181.2						
S_287396087	M932	1	287396087	181.4						
S_287617841	M933	1	287617841	181.6						
S_287787402	M934	1	287787402	181.8						
S_287904771	M935	1	287904771	182						
S_288022140	M936	1	288022140	182.2						
S_288139509	M937	1	288139509	182.4						
S_288256878	M938	1	288256878	182.6						
S_288374247	M939	1	288374247	182.8						
S_288491616	M940	1	288491616	183						
S_288608985	M941	1	288608985	183.2						
S_288726354	M942	1	288726354	183.4						
S_288843723	M943	1	288843723	183.6						
S_288961092	M944	1	288961092	183.8						
S_289078461	M945	1	289078461	184						
S_289195830	M946	1	289195830	184.2						
S_289313199	M947	1	289313199	184.4						
S_289430568	M948	1	289430568	184.6						
S_289547937	M949	1	289547937	184.8						
S_289692611	M950	1	289692611	185						
S_289837285	M951	1	289837285	185.2						
S_289981959	M952	1	289981959	185.4						
S_290126633	M953	1	290126633	185.6						
S_290271308	M954	1	290271308	185.8						
S_290415982	M955	1	290415982	186						
S_290560656	M956	1	290560656	186.2						
S_290705330	M957	1	290705330	186.4						
S_290850004	M958	1	290850004	186.6						
S_290994678	M959	1	290994678	186.8						
S_291139352	M960	1	291139352	187						
S_291284026	M961	1	291284026	187.2						
S_291428701	M962	1	291428701	187.4						
S_291573375	M963	1	291573375	187.6						
S_291718049	M964	1	291718049	187.8						
S_291862723	M965	1	291862723	188						
S_291934176	M966	1	291934176	188.2						
S_292005628	M967	1	292005628	188.4						
S_292077081	M968	1	292077081	188.6						
S_292148534	M969	1	292148534	188.8						
S_292219987	M970	1	292219987	189						
S_292291439	M971	1	292291439	189.2						
S_292362892	M972	1	292362892	189.4						
S_292434345	M973	1	292434345	189.6						
S_292505798	M974	1	292505798	189.8						
S_292577250	M975	1	292577250	190						
S_292648703	M976	1	292648703	190.2						
S_292720156	M977	1	292720156	190.4						
S_292791608	M978	1	292791608	190.6						
S_292863061	M979	1	292863061	190.8						
S_292934514	M980	1	292934514	191						
S_293005967	M981	1	293005967	191.2						
S_293096294	M982	1	293096294	191.4						
S_293210479	M983	1	293210479	191.6						
S_293329646	M984	1	293329646	191.8						
S_293448814	M985	1	293448814	192						
S_293567981	M986	1	293567981	192.2						
S_293655629	M987	1	293655629	192.4						
S_293711758	M988	1	293711758	192.6						
S_293767887	M989	1	293767887	192.8						
S_293929312	M990	1	293929312	193						
S_294196031	M991	1	294196031	193.2						
S_294462750	M992	1	294462750	193.4						
S_294729469	M993	1	294729469	193.6						
S_295018337	M994	1	295018337	193.8						
S_295051099	M995	1	295051099	194						
S_295083861	M996	1	295083861	194.2						
S_295116623	M997	1	295116623	194.4						
S_295149384	M998	1	295149384	194.6						
S_295182146	M999	1	295182146	194.8						
S_295214908	M1000	1	295214908	195						
S_295247670	M1001	1	295247670	195.2						
S_295280432	M1002	1	295280432	195.4						
S_295313194	M1003	1	295313194	195.6						
S_295345955	M1004	1	295345955	195.8						
S_295378717	M1005	1	295378717	196						
S_295411479	M1006	1	295411479	196.2						
S_295435385	M1007	1	295435385	196.4						
S_295450436	M1008	1	295450436	196.6						
S_295646610	M1009	1	295646610	196.8						
S_295762684	M1010	1	295762684	197						
S_295827311	M1011	1	295827311	197.2						
S_295891938	M1012	1	295891938	197.4						
S_295956565	M1013	1	295956565	197.6						
S_296021192	M1014	1	296021192	197.8						
S_296145565	M1015	1	296145565	198						
S_296269938	M1016	1	296269938	198.2						
S_296394311	M1017	1	296394311	198.4						
S_296518683	M1018	1	296518683	198.6						
S_296643056	M1019	1	296643056	198.8						
S_296767429	M1020	1	296767429	199						
S_296891802	M1021	1	296891802	199.2						
S_297039319	M1022	1	297039319	199.4						
S_297172974	M1023	1	297172974	199.6						
S_297306628	M1024	1	297306628	199.8						
S_297440283	M1025	1	297440283	200						
S_297573937	M1026	1	297573937	200.2						
S_297707592	M1027	1	297707592	200.4						
S_297841246	M1028	1	297841246	200.6						
S_297974901	M1029	1	297974901	200.8						
S_298067156	M1030	1	298067156	201						
S_298159412	M1031	1	298159412	201.2						
S_298251667	M1032	1	298251667	201.4						
S_298343923	M1033	1	298343923	201.6						
S_298436178	M1034	1	298436178	201.8						
S_298689673	M1035	1	298689673	202						
S_299197628	M1036	1	299197628	202.2						
S_299325417	M1037	1	299325417	202.4						
S_299453205	M1038	1	299453205	202.6						
S_299580994	M1039	1	299580994	202.8						
S_299708783	M1040	1	299708783	203						
S_299836572	M1041	1	299836572	203.2						
S_299964360	M1042	1	299964360	203.4						
S_300092149	M1043	1	300092149	203.6						
S_300219938	M1044	1	300219938	203.8						
S_300347727	M1045	1	300347727	204						
S_300475515	M1046	1	300475515	204.2						
S_300603304	M1047	1	300603304	204.4						
S_300731093	M1048	1	300731093	204.6						
S_300858882	M1049	1	300858882	204.8						
S_300986670	M1050	1	300986670	205						
S_301114459	M1051	1	301114459	205.2						
S_301242248	M1052	1	301242248	205.4						
S_301370037	M1053	1	301370037	205.6						
S_95635	M1054	2	95635	-3.6						
S_154385	M1055	2	154385	-3.4						
S_213136	M1056	2	213136	-3.2						
S_271887	M1057	2	271887	-3						
S_330637	M1058	2	330637	-2.8						
S_389388	M1059	2	389388	-2.6						
S_448138	M1060	2	448138	-2.4						
S_506889	M1061	2	506889	-2.2						
S_565639	M1062	2	565639	-2						
S_624390	M1063	2	624390	-1.8						
S_683140	M1064	2	683140	-1.6						
S_741891	M1065	2	741891	-1.4						
S_800641	M1066	2	800641	-1.2						
S_859392	M1067	2	859392	-1						
S_918142	M1068	2	918142	-0.8						
S_976893	M1069	2	976893	-0.6						
S_1035643	M1070	2	1035643	-0.4						
S_1269352	M1071	2	1269352	-0.2						
S_1312406	M1072	2	1312406	8.33E-16						
S_1355460	M1073	2	1355460	0.2						
S_1398514	M1074	2	1398514	0.4						
S_1441568	M1075	2	1441568	0.6						
S_1484622	M1076	2	1484622	0.8						
S_1527676	M1077	2	1527676	1						
S_1570730	M1078	2	1570730	1.2						
S_1613784	M1079	2	1613784	1.4						
S_1656838	M1080	2	1656838	1.6						
S_1699892	M1081	2	1699892	1.8						
S_1742946	M1082	2	1742946	2						
S_1786000	M1083	2	1786000	2.2						
S_1829054	M1084	2	1829054	2.4						
S_1872108	M1085	2	1872108	2.6						
S_1915161	M1086	2	1915161	2.8						
S_1958215	M1087	2	1958215	3						
S_2001269	M1088	2	2001269	3.2						
S_2044323	M1089	2	2044323	3.4						
S_2087377	M1090	2	2087377	3.6						
S_2130431	M1091	2	2130431	3.8						
S_2173485	M1092	2	2173485	4						
S_2216539	M1093	2	2216539	4.2						
S_2259593	M1094	2	2259593	4.4						
S_2302647	M1095	2	2302647	4.6						
S_2345701	M1096	2	2345701	4.8						
S_2388755	M1097	2	2388755	5						
S_2431809	M1098	2	2431809	5.2						
S_2474863	M1099	2	2474863	5.4						
S_2578035	M1100	2	2578035	5.6						
S_2654015	M1101	2	2654015	5.8						
S_2729995	M1102	2	2729995	6						
S_2807845	M1103	2	2807845	6.2						
S_2944758	M1104	2	2944758	6.4						
S_3081671	M1105	2	3081671	6.6						
S_3147249	M1106	2	3147249	6.8						
S_3194947	M1107	2	3194947	7						
S_3224766	M1108	2	3224766	7.2						
S_3254584	M1109	2	3254584	7.4						
S_3284403	M1110	2	3284403	7.6						
S_3314221	M1111	2	3314221	7.8						
S_3344039	M1112	2	3344039	8						
S_3373858	M1113	2	3373858	8.2						
S_3403255	M1114	2	3403255	8.4						
S_3432232	M1115	2	3432232	8.6						
S_3461208	M1116	2	3461208	8.8						
S_3490185	M1117	2	3490185	9						
S_3519161	M1118	2	3519161	9.2						
S_3548138	M1119	2	3548138	9.4						
S_3577114	M1120	2	3577114	9.6						
S_3606091	M1121	2	3606091	9.8						
S_3683961	M1122	2	3683961	10						
S_3761832	M1123	2	3761832	10.2						
S_3839702	M1124	2	3839702	10.4						
S_3917572	M1125	2	3917572	10.6						
S_3995442	M1126	2	3995442	10.8						
S_4073313	M1127	2	4073313	11						
S_4151183	M1128	2	4151183	11.2						
S_4219205	M1129	2	4219205	11.4						
S_4271262	M1130	2	4271262	11.6						
S_4323319	M1131	2	4323319	11.8						
S_4375376	M1132	2	4375376	12						
S_4427434	M1133	2	4427434	12.2						
S_4479491	M1134	2	4479491	12.4						
S_4531548	M1135	2	4531548	12.6						
S_4583606	M1136	2	4583606	12.8						
S_4635663	M1137	2	4635663	13						
S_4687720	M1138	2	4687720	13.2						
S_4739777	M1139	2	4739777	13.4						
S_4791835	M1140	2	4791835	13.6						
S_4843892	M1141	2	4843892	13.8						
S_4895949	M1142	2	4895949	14						
S_4948006	M1143	2	4948006	14.2						
S_5000064	M1144	2	5000064	14.4						
S_5052121	M1145	2	5052121	14.6						
S_5104178	M1146	2	5104178	14.8						
S_5156235	M1147	2	5156235	15						
S_5208293	M1148	2	5208293	15.2						
S_5260350	M1149	2	5260350	15.4						
S_5312407	M1150	2	5312407	15.6						
S_5364465	M1151	2	5364465	15.8						
S_5416522	M1152	2	5416522	16						
S_5468579	M1153	2	5468579	16.2						
S_5520636	M1154	2	5520636	16.4						
S_5572694	M1155	2	5572694	16.6						
S_5624751	M1156	2	5624751	16.8						
S_5676808	M1157	2	5676808	17						
S_5728865	M1158	2	5728865	17.2						
S_5780923	M1159	2	5780923	17.4						
S_5832980	M1160	2	5832980	17.6						
S_5870117	M1161	2	5870117	17.8						
S_5907254	M1162	2	5907254	18						
S_5971551	M1163	2	5971551	18.2						
S_6063006	M1164	2	6063006	18.4						
S_6154461	M1165	2	6154461	18.6						
